name,comm_code,census_year,population,occupied dwellings,persons per unit,notes
PATTERSON,PAT,2011,4162,1923,2.16,
PARKLAND,PKL,2011,3772,1420,2.66,
BONAVISTA DOWNS,BDO,1986,1244,368,3.38,
SANDSTONE VALLEY,SAN,1977,0,0,0,
CORAL SPRINGS,COR,1989,0,0,0,
VISTA HEIGHTS,VIS,2015,2444,833,2.93,
APPLEWOOD PARK,APP,1976,0,0,0,
CRESTMONT,CRM,1998,0,0,0,
SHAWNEE SLOPES,SHS,1997,1447,483,3,
NORTH HAVEN,NHV,1979,2683,771,3.48,
DEER RUN,DRN,2011,5390,2052,2.63,
EVANSTON,EVN,2007,3269,1095,2.99,
MARLBOROUGH PARK,MPK,1973,181,52,3.48,
ASPEN WOODS,ASP,1993,0,0,0,
OAKRIDGE,OAK,1968,13,4,3.25,
SUNALTA,SNA,2014,3395,2001,1.7,
UNIVERSITY OF CALGARY,UOC,1969,722,4,180.5,
UNIVERSITY OF CALGARY,UOC,1995,1865,702,2.66,
MISSION,MIS,1989,3408,2330,1.46,
MARTINDALE,MRT,1977,0,0,0,
ROSEDALE,RDL,1999,1669,629,2.65,
DOUGLASDALE/GLEN,DDG,1995,5670,1922,2.95,
FOREST LAWN,FLN,1988,8238,2941,2.8,
BANFF TRAIL,BNF,2012,3837,1700,2.26,
ROXBORO,ROX,2012,421,151,2.79,
SHAWNESSY,SHN,1986,2602,858,3.03,
BANKVIEW,BNK,2009,5159,3200,1.61,
LINCOLN PARK,LPK,2013,2567,1356,1.89,
COUGAR RIDGE,CGR,2007,4967,1690,2.94,
LAKE BONAVISTA,LKB,2014,10502,4012,2.62,
CEDARBRAE,CED,1988,6622,2149,3.08,
WEST HILLHURST,WHL,2015,6409,2758,2.32,
GARRISON GREEN,GAG,1997,358,112,3.2,
POINT MCKAY,POI,1984,1447,752,1.92,
SUNDANCE,SDC,1981,0,0,0,
BRIDLEWOOD,BRI,1997,24,9,2.67,
LAKEVIEW,LKV,2013,5446,2280,2.39,
WHITEHORN,WHI,1988,11553,3276,3.53,
CRESCENT HEIGHTS,CRE,2000,5792,3285,1.76,
MONTGOMERY,MON,1979,4134,1395,2.96,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1999,3622,1601,2.26,
BRAESIDE,BRA,2001,6486,2509,2.59,
SADDLE RIDGE,SAD,1993,120,39,3.08,
PARKLAND,PKL,1988,4833,1347,3.59,
MCKENZIE TOWNE,MCT,2008,13118,5260,2.49,
REDSTONE,RSN,2015,1950,589,3.31,
GARRISON GREEN,GAG,2016,2066,716,2.89,At this time community was referred to as CFB - LINCOLN PARK PMQ (CFL)
MAPLE RIDGE,MPL,1971,3444,793,4.34,
GARRISON GREEN,GAG,1976,789,220,3.59,
WALDEN,WAL,1977,0,0,0,
SETON,SET,2013,0,0,0,
CHRISTIE PARK,CHR,1980,26,8,3.25,
HAWKWOOD,HAW,2000,11071,3312,3.34,
CAMBRIAN HEIGHTS,CAM,2009,2080,874,2.38,
HIGHWOOD,HIW,2002,2162,920,2.35,
CHINOOK PARK,CHK,1969,2529,579,4.37,
PALLISER,PAL,1995,3242,1523,2.13,
HIGHWOOD,HIW,2004,2183,916,2.38,
DIAMOND COVE,DIA,2017,727,270,2.69,
RAMSAY,RAM,2015,2201,1053,2.09,
DIAMOND COVE,DIA,2000,877,269,3.26,
CITYSCAPE,CSC,1999,0,0,0,
PARKHILL,PKH,1992,1436,695,2.07,
ALTADORE,ALT,1976,5857,2106,2.78,
VALLEY RIDGE,VAL,2007,4924,1646,2.99,
DIAMOND COVE,DIA,1988,0,0,0,
MAYFAIR,MAF,1985,598,187,3.2,
CAPITOL HILL,CAP,1970,4511,1617,2.79,
TUXEDO PARK,TUX,2003,4492,2303,1.95,
BRENTWOOD,BRE,1974,8836,2219,3.98,
BRIDLEWOOD,BRI,2012,11835,4109,2.88,
EAGLE RIDGE,EAG,2001,424,101,4.2,
MACEWAN GLEN,MAC,1982,296,112,2.64,
KELVIN GROVE,KEL,1983,2260,775,2.92,
BELVEDERE,BVD,1972,0,0,0,
SOUTHWOOD,SOW,2000,6540,2562,2.55,
SETON,SET,1974,0,0,0,
PUMP HILL,PUM,2010,1624,540,3.01,
DEER RUN,DRN,1998,6532,2091,3.12,
SPRINGBANK HILL,SPH,1998,456,148,3.08,
GREENVIEW,GRV,1974,1159,294,3.94,
MAHOGANY,MAH,1994,0,0,0,
PANORAMA HILLS,PAN,1978,0,0,0,
CHARLESWOOD/COLLINGWOOD,,1972,9191,2342,3.92,Data from community of Triwood
CRANSTON,CRA,1977,0,0,0,
DOWNTOWN WEST END,DNW,2000,392,232,1.69,
RIDEAU PARK,RID,2014,498,259,1.92,
STRATHCONA PARK,STR,2011,7039,2373,2.97,
SANDSTONE VALLEY,SAN,2006,6628,2095,3.16,
MIDNAPORE,MID,1972,338,82,4.12,
HIGHLAND PARK,HPK,1983,3724,1679,2.22,
WOODLANDS,WOO,2006,6529,2354,2.77,
MAHOGANY,MAH,1972,0,0,0,
ARBOUR LAKE,ARB,1991,0,0,0,
ERLTON,ERL,1981,637,264,2.41,
BOWNESS,BOW,2006,11038,4946,2.23,
CLIFF BUNGALOW,CLI,2004,1915,1260,1.52,
BRITANNIA,BRT,2001,812,305,2.66,
ROCKY RIDGE,ROC,1975,0,0,0,
OGDEN,OGD,1985,10302,3536,2.91,
HAYSBORO,HAY,2008,6035,2810,2,
ROSEMONT,RMT,1995,1253,523,2.4,
COUNTRY HILLS VILLAGE,CHV,2015,2691,1303,2.07,
SUNDANCE,SDC,1992,9219,2532,3.64,
BRITANNIA,BRT,1975,992,319,3.11,
VARSITY,VAR,2009,12158,5258,2.31,
FOREST LAWN,FLN,1981,8970,2897,3.1,
PARKHILL,PKH,1993,1435,695,2.06,
DOWNTOWN WEST END,DNW,1991,465,296,1.57,
CITADEL,CIT,2013,10333,3429,3.01,
DISCOVERY RIDGE,DIS,1982,0,0,0,
BEL-AIRE,BEL,1989,509,155,3.28,
PATTERSON,PAT,1989,1020,466,2.19,
BELVEDERE,BVD,1997,0,0,0,
COUNTRY HILLS,COU,1980,0,0,0,
BONAVISTA DOWNS,BDO,2017,911,366,2.49,
MEADOWLARK PARK,MEA,1986,718,292,2.46,
BEL-AIRE,BEL,1996,486,158,3.08,
APPLEWOOD PARK,APP,1989,558,162,3.44,
CRESCENT HEIGHTS,CRE,1972,5723,2425,2.36,
TEMPLE,TEM,1994,11739,3410,3.44,
DOVER,DOV,2001,11131,4126,2.7,
ERLTON,ERL,2008,1191,695,1.71,
SKYVIEW RANCH,SKR,1988,0,0,0,
CAPITOL HILL,CAP,1989,3743,1905,1.96,
DEER RIDGE,DRG,2003,4536,1470,3.09,
MOUNT PLEASANT,MOP,1969,5770,2033,2.84,
BRITANNIA,BRT,1986,777,320,2.43,
FAIRVIEW,FAI,1999,3872,1559,2.48,
PALLISER,PAL,2004,3166,1586,2,
HAMPTONS,HAM,2016,7706,2453,3.14,
MAPLE RIDGE,MPL,1993,2294,805,2.85,
PENBROOKE MEADOWS,PEN,1981,9805,2708,3.62,
GLENBROOK,GBK,2005,6635,2978,2.23,
SIGNAL HILL,SIG,2003,13580,4954,2.74,
OAKRIDGE,OAK,1970,456,117,3.9,
WESTGATE,WGT,2001,3296,1332,2.47,
SILVER SPRINGS,SIL,2002,9846,3479,2.83,
WHITEHORN,WHI,1972,0,0,0,
MONTGOMERY,MON,1981,4360,1570,2.78,
SILVERADO,SVO,1999,34,13,2.62,
REDSTONE,RSN,1975,0,0,0,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2006,2903,1052,2.76,
COUNTRY HILLS,COU,1987,0,0,0,
CITYSCAPE,CSC,1984,0,0,0,
SCARBORO,SCA,1989,872,336,2.6,
PARKLAND,PKL,1994,4555,1348,3.38,
RUNDLE,RUN,1996,11542,3466,3.33,
ROSEMONT,RMT,1998,1289,531,2.43,
STRATHCONA PARK,STR,1974,0,0,0,
CHINATOWN,CHN,1984,733,412,1.78,
SUNALTA,SNA,1980,2882,1628,1.77,
DEER RIDGE,DRG,1993,4630,1435,3.23,
QUEENSLAND,QLD,2004,5252,1832,2.87,
OGDEN,OGD,2003,9108,3604,2.53,
CANYON MEADOWS,CAN,2009,7985,3117,2.56,
DOWNTOWN WEST END,DNW,1998,455,279,1.63,
DEER RUN,DRN,1976,0,0,0,
RICHMOND,RIC,1994,3926,1864,2.11,
CANYON MEADOWS,CAN,2008,7957,3087,2.58,
SADDLE RIDGE,SAD,1982,131,36,3.64,
NEW BRIGHTON,NEB,1984,0,0,0,
BOWNESS,BOW,2012,11012,5049,2.18,
BRIDLEWOOD,BRI,2011,11641,4030,2.89,
WALDEN,WAL,1978,0,0,0,
DOWNTOWN COMMERCIAL CORE,DNC,2000,6558,4363,1.5,
REDSTONE,RSN,1985,0,0,0,
WOODBINE,WBN,1969,55,16,3.44,
SPRINGBANK HILL,SPH,2006,5073,1755,2.89,
PENBROOKE MEADOWS,PEN,2010,8119,2829,2.87,
NOLAN HILL,NOL,1986,0,0,0,
MONTEREY PARK,MOR,2000,9735,2788,3.49,
MONTGOMERY,MON,1990,4088,1663,2.46,
QUEENSLAND,QLD,2015,4956,1877,2.64,
ELBOYA,EYA,1972,1749,564,3.1,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2010,2971,1037,2.86,
GREENVIEW,GRV,1989,2280,1021,2.23,
CRESTMONT,CRM,2002,111,41,2.71,
RANCHLANDS,RAN,1988,8481,2845,2.98,
TEMPLE,TEM,2013,11136,3547,3.14,
HAWKWOOD,HAW,1994,9570,2780,3.44,
HIGHWOOD,HIW,1991,2082,882,2.36,
WILLOW PARK,WIL,1973,7305,1884,3.88,
SOUTH CALGARY,SOC,1993,3250,1658,1.96,
CANYON MEADOWS,CAN,1990,8727,2889,3.02,
KILLARNEY/GLENGARRY,KIL,2014,7231,3459,2.09,
MONTGOMERY,MON,1971,5067,1336,3.79,
BRENTWOOD,BRE,2010,6059,2495,2.43,
GLAMORGAN,GLA,1987,6796,2747,2.47,
GREENVIEW,GRV,2002,2092,1049,1.99,
LAKE BONAVISTA,LKB,1994,11728,3599,3.26,
MILLRISE,MLR,1970,70,16,4.38,
MARTINDALE,MRT,1994,4705,1504,3.13,
PARKDALE,PKD,2002,1790,844,2.12,
DOUGLASDALE/GLEN,DDG,1991,2518,787,3.2,
NEW BRIGHTON,NEB,1998,0,0,0,
MANCHESTER,MAN,2009,611,306,2,
UNIVERSITY HEIGHTS,UNI,2003,2955,1292,2.29,
LAKE BONAVISTA,LKB,1973,7104,1731,4.1,
WILLOW PARK,WIL,2008,5365,2233,2.4,
REDSTONE,RSN,2005,0,0,0,
FAIRVIEW,FAI,1977,5305,1544,3.44,
HAMPTONS,HAM,1968,0,0,0,
ALTADORE,ALT,1993,6702,2784,2.41,
MACEWAN GLEN,MAC,1995,5506,1718,3.2,
WEST HILLHURST,WHL,1986,4982,2417,2.06,
MEADOWLARK PARK,MEA,1997,654,293,2.23,
DOVER,DOV,2014,11024,4713,2.34,
SIGNAL HILL,SIG,1998,9762,3602,2.71,
WILDWOOD,WLD,1971,4169,1043,4,
ROSEMONT,RMT,1980,1397,506,2.76,
DEER RIDGE,DRG,1990,4354,1315,3.31,
VALLEY RIDGE,VAL,1972,0,0,0,
QUEENS PARK VILLAGE,QPK,2001,454,186,2.44,
ALTADORE,ALT,2000,6154,2764,2.23,
SUNDANCE,SDC,1979,0,0,0,
THORNCLIFFE,THO,2004,8808,3595,2.45,
UNIVERSITY DISTRICT,UND,1973,0,0,0,
WOODBINE,WBN,1993,11087,3289,3.37,
NEW BRIGHTON,NEB,2003,259,96,2.7,
ELBOW PARK,EPK,1992,3352,1174,2.86,
AUBURN BAY,AUB,1981,0,0,0,
ALTADORE,ALT,1994,6511,2753,2.37,
SADDLE RIDGE,SAD,1989,123,36,3.42,
PARKDALE,PKD,1996,1680,822,2.04,
RIDEAU PARK,RID,1997,665,330,2.02,
GARRISON WOODS,GAW,2013,0,0,0,
APPLEWOOD PARK,APP,1981,0,0,0,
OGDEN,OGD,2013,8876,3727,2.38,
WINDSOR PARK,WND,1970,2670,946,2.82,
PINERIDGE,PIN,2002,10266,3548,2.89,
HIGHLAND PARK,HPK,1987,3713,1791,2.07,
BOWNESS,BOW,1975,11753,3502,3.36,
FOREST HEIGHTS,FHT,1984,6455,1843,3.5,
HAYSBORO,HAY,1990,6474,2823,2,
ALTADORE,ALT,1974,5909,2072,2.85,
SHAWNEE SLOPES,SHS,1981,13,4,3.25,
KINCORA,KCA,2015,5974,1828,3.27,
COPPERFIELD,CPF,1991,0,0,0,
UNIVERSITY HEIGHTS,UNI,1978,2372,763,3.11,
WALDEN,WAL,1976,0,0,0,
OGDEN,OGD,1979,10015,3111,3.22,
CAPITOL HILL,CAP,2016,4571,2091,2.19,
OGDEN,OGD,1993,10527,3710,2.84,
ACADIA,ACA,1980,11764,3829,3.07,
WILLOW PARK,WIL,2005,5352,2222,2.41,
WOODLANDS,WOO,1989,6322,2101,3.01,
CRESTMONT,CRM,2003,310,109,2.84,
NOLAN HILL,NOL,1989,0,0,0,
RANCHLANDS,RAN,2010,7484,2910,2.57,
MONTGOMERY,MON,1977,4223,1384,3.05,
EVERGREEN,EVE,1978,30,13,2.31,
PENBROOKE MEADOWS,PEN,1994,9571,2789,3.43,
SILVER SPRINGS,SIL,2005,9308,3450,2.7,
RICHMOND,RIC,2005,3867,1903,2.03,
ALBERT PARK/RADISSON HEIGHTS,ALB,2015,6611,2661,2.48,
MISSION,MIS,1999,3569,2462,1.45,
WILLOW PARK,WIL,2015,5423,2244,2.42,
VALLEY RIDGE,VAL,2015,5702,1903,3,
BRIDGELAND/RIVERSIDE,BRD,2008,5251,2635,1.99,
AUBURN BAY,AUB,1984,15,5,3,
LOWER MOUNT ROYAL,LMR,2012,3180,2139,1.49,
MCKENZIE TOWNE,MCT,1988,0,0,0,
GLENBROOK,GBK,1979,6385,2191,2.91,
WOODBINE,WBN,1988,9521,2828,3.37,
SOUTH CALGARY,SOC,1999,3472,1775,1.96,
ROSEMONT,RMT,2011,1208,518,2.33,
DOVER,DOV,1973,6415,1629,3.94,
DALHOUSIE,DAL,1980,10688,3434,3.11,
SILVER SPRINGS,SIL,1985,10184,3233,3.15,
MISSION,MIS,2001,3682,2499,1.47,
CHRISTIE PARK,CHR,1989,48,18,2.67,
ST. ANDREWS HEIGHTS,STA,1990,2237,729,3.07,
KINCORA,KCA,2017,6363,2065,3.08,
ROCKY RIDGE,ROC,1985,0,0,0,
WINDSOR PARK,WND,1994,3568,2058,1.73,
WESTGATE,WGT,2016,3172,1293,2.45,
FALCONRIDGE,FAL,1975,0,0,0,
UPPER MOUNT ROYAL,UMR,2011,2536,988,2.57,
CRESTMONT,CRM,1990,0,0,0,
GREENVIEW,GRV,1999,2145,1022,2.1,
MONTEREY PARK,MOR,2005,10417,3034,3.43,
ROSSCARROCK,RCK,2008,3206,1448,2.21,
WEST SPRINGS,WSP,2008,6186,2079,2.98,
PARKLAND,PKL,1989,4833,1352,3.57,
KILLARNEY/GLENGARRY,KIL,1997,6319,3043,2.08,
COACH HILL,COA,1987,2729,1026,2.66,
CRESCENT HEIGHTS,CRE,2002,5861,3343,1.75,
SOMERSET,SOM,2004,8158,3026,2.7,
EVERGREEN,EVE,2007,14648,5291,2.77,
PENBROOKE MEADOWS,PEN,1974,6270,1660,3.78,
LAKEVIEW,LKV,1981,7218,2304,3.13,
TEMPLE,TEM,1969,0,0,0,
CAPITOL HILL,CAP,1999,3925,1992,1.97,
DOVER,DOV,1969,131,34,3.85,
NORTH HAVEN,NHV,1989,2582,928,2.78,
BELVEDERE,BVD,2014,0,0,0,
DALHOUSIE,DAL,2007,9090,3624,2.51,
MEADOWLARK PARK,MEA,1978,887,294,3.02,
FALCONRIDGE,FAL,1980,1693,546,3.1,
MARLBOROUGH,MRL,1997,9096,3019,3.01,
NORTH HAVEN UPPER,NHU,1972,0,0,0,
CASTLERIDGE,CAS,2009,6096,1821,3.35,
EDGEMONT,EDG,1981,2589,791,3.27,
RIVERBEND,RIV,1993,7299,2459,2.97,
CLIFF BUNGALOW,CLI,1976,1983,1141,1.74,
SHAGANAPPI,SHG,1995,1671,779,2.15,
ROSEDALE,RDL,1977,1578,642,2.46,
CRESCENT HEIGHTS,CRE,2010,5874,3219,1.82,
RANCHLANDS,RAN,1971,0,0,0,
RAMSAY,RAM,1984,2159,993,2.17,
INGLEWOOD,ING,2001,2875,1437,2,
WEST HILLHURST,WHL,1997,5057,2517,2.01,
WINDSOR PARK,WND,1987,3500,2034,1.72,
MACEWAN GLEN,MAC,1996,5620,1744,3.22,
MAHOGANY,MAH,2006,18,6,3,
CANYON MEADOWS,CAN,1992,8672,2903,2.99,
EVANSTON,EVN,1976,0,0,0,
RED CARPET,RED,2000,1263,511,2.47,
SOUTHWOOD,SOW,1984,6990,2389,2.93,
WOODBINE,WBN,1976,66,22,3,
ROXBORO,ROX,2007,415,151,2.75,
CURRIE BARRACKS,CUR,1980,0,,,
MARLBOROUGH,MRL,2002,8774,3009,2.92,
SUNDANCE,SDC,2006,11297,3356,3.37,
MAYLAND HEIGHTS,MAL,1975,5982,1651,3.62,
MAHOGANY,MAH,1997,0,0,0,
MONTEREY PARK,MOR,1981,0,0,0,
SCARBORO,SCA,1999,871,328,2.66,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2000,2643,917,2.88,
BRENTWOOD,BRE,1992,6401,2475,2.59,
CAMBRIAN HEIGHTS,CAM,1987,2259,896,2.52,
CAPITOL HILL,CAP,1994,3819,1957,1.95,
MAHOGANY,MAH,1980,0,0,0,
DIAMOND COVE,DIA,2001,853,270,3.16,
CHRISTIE PARK,CHR,2011,2180,708,3.08,
GLENBROOK,GBK,2006,6827,3098,2.2,
VISTA HEIGHTS,VIS,1983,1672,505,3.31,
MANCHESTER,MAN,1992,274,167,1.64,
NEW BRIGHTON,NEB,2014,10628,3667,2.9,
VISTA HEIGHTS,VIS,2011,2274,802,2.84,
CHINOOK PARK,CHK,1999,1753,581,3.02,
HAMPTONS,HAM,1997,3127,905,3.46,
ELBOYA,EYA,2004,1651,705,2.34,
ELBOW PARK,EPK,2014,3126,1017,3.07,
VARSITY,VAR,1974,9974,2748,3.63,
GREENVIEW,GRV,1968,1328,303,4.38,
PARKLAND,PKL,1972,20,6,3.33,
BRIDGELAND/RIVERSIDE,BRD,2006,5042,2487,2.03,
MARLBOROUGH PARK,MPK,1990,9342,2759,3.39,
SCARBORO,SCA,1991,908,334,2.72,
WILDWOOD,WLD,1970,4179,1037,4.03,
SUNALTA,SNA,1985,2752,1693,1.63,
MANCHESTER,MAN,2000,256,155,1.65,
FOREST HEIGHTS,FHT,1992,6960,2005,3.47,
GREENVIEW,GRV,1977,1314,412,3.19,
CAMBRIAN HEIGHTS,CAM,1975,2842,869,3.27,
HIDDEN VALLEY,HID,2009,11772,3801,3.1,
WOODBINE,WBN,1980,159,54,2.94,
SCARBORO,SCA,2008,915,313,2.92,
BRITANNIA,BRT,1978,922,319,2.89,
SCARBORO/ SUNALTA WEST,SSW,1985,421,165,2.55,
FOREST HEIGHTS,FHT,1988,6875,1995,3.45,
QUEENSLAND,QLD,1979,5159,1453,3.55,
RAMSAY,RAM,1977,2414,941,2.57,
FOREST HEIGHTS,FHT,1975,4692,1145,4.1,
COUNTRY HILLS,COU,1968,0,0,0,
MACEWAN GLEN,MAC,2008,5316,1753,3.03,
COUNTRY HILLS,COU,1998,935,318,2.94,
SCARBORO,SCA,2012,880,317,2.78,
OAKRIDGE,OAK,1984,7061,2101,3.36,
UNIVERSITY HEIGHTS,UNI,1982,3036,1217,2.49,
PATTERSON,PAT,1999,3833,1603,2.39,
WOODBINE,WBN,1978,0,0,0,
ST. ANDREWS HEIGHTS,STA,1991,1994,704,2.83,
MIDNAPORE,MID,1993,7463,2474,3.02,
BAYVIEW,BYV,2013,665,244,2.73,
NORTH GLENMORE PARK,NGM,1991,2564,985,2.6,
SKYVIEW RANCH,SKR,1985,0,0,0,
KINGSLAND,KIN,1992,4214,2070,2.04,
WEST HILLHURST,WHL,1970,6766,2181,3.1,
BEDDINGTON HEIGHTS,BED,1990,13226,4074,3.25,
RUTLAND PARK,RUT,2017,2370,953,2.49,
SANDSTONE VALLEY,SAN,2003,6837,2089,3.27,
BEDDINGTON HEIGHTS,BED,1973,0,0,0,
MONTEREY PARK,MOR,1992,3109,937,3.32,
SOUTHVIEW,SOV,2003,2268,852,2.66,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1990,3866,1626,2.38,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1979,4081,1519,2.69,
NEW BRIGHTON,NEB,1978,0,0,0,
KILLARNEY/GLENGARRY,KIL,1970,7498,2376,3.16,
KINGSLAND,KIN,2014,4812,2308,2.08,
ST. ANDREWS HEIGHTS,STA,1973,2284,608,3.76,
SKYVIEW RANCH,SKR,2017,10043,3330,3.02,
WINDSOR PARK,WND,2015,4501,2335,1.93,
MCKENZIE LAKE,MCK,1974,0,0,0,
BRIDGELAND/RIVERSIDE,BRD,1998,4403,2259,1.95,
MCKENZIE TOWNE,MCT,1991,0,0,0,
VALLEY RIDGE,VAL,1971,0,0,0,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,1985,2730,943,2.9,
CASTLERIDGE,CAS,1974,0,0,0,
SHERWOOD,SHW,1994,0,0,0,
SILVER SPRINGS,SIL,2010,8896,3442,2.58,
ACADIA,ACA,1994,11041,4638,2.38,
MARLBOROUGH PARK,MPK,2007,8630,2898,2.98,
KINGSLAND,KIN,1982,4630,2114,2.19,
SPRUCE CLIFF,SPR,1997,3134,1327,2.36,
ALTADORE,ALT,1989,5916,2542,2.33,
GREENWOOD/GREENBRIAR,GRE,1991,1025,473,2.17,
KINGSLAND,KIN,1995,4253,2159,1.97,
QUEENSLAND,QLD,1994,5710,1764,3.24,
RIVERBEND,RIV,1972,80,23,3.48,
CHINOOK PARK,CHK,1976,2158,583,3.7,
WOODLANDS,WOO,2007,6370,2351,2.71,
INGLEWOOD,ING,2008,3284,1763,1.86,
SUNALTA,SNA,1984,2759,1605,1.72,
ROYAL OAK,ROY,1982,0,0,0,
COUNTRY HILLS VILLAGE,CHV,1968,0,0,0,
HUNTINGTON HILLS,HUN,1972,9130,2317,3.94,
ROCKY RIDGE,ROC,2011,7266,2776,2.62,
SANDSTONE VALLEY,SAN,1978,0,0,0,
GARRISON WOODS,GAW,2004,0,0,0,
PENBROOKE MEADOWS,PEN,1992,9671,2733,3.54,
NOLAN HILL,NOL,1982,0,0,0,
HIGHWOOD,HIW,2012,2214,936,2.37,
MCKENZIE TOWNE,MCT,1972,0,0,0,
MARTINDALE,MRT,1968,0,0,0,
CANYON MEADOWS,CAN,1973,3765,997,3.78,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1978,4050,1520,2.66,
ROYAL OAK,ROY,1981,0,0,0,
MILLRISE,MLR,1996,4381,1472,2.98,
BRAESIDE,BRA,1984,7048,2301,3.06,
ERLTON,ERL,1990,627,295,2.13,
DISCOVERY RIDGE,DIS,1988,0,0,0,
TARADALE,TAR,1986,609,182,3.35,
SANDSTONE VALLEY,SAN,2000,6921,2082,3.32,
RANCHLANDS,RAN,2011,7529,2941,2.56,
SHAWNESSY,SHN,1987,2786,901,3.09,
UNIVERSITY DISTRICT,UND,1991,0,0,0,
SADDLE RIDGE,SAD,1985,120,35,3.43,
ST. ANDREWS HEIGHTS,STA,2006,1588,619,2.57,
SIGNAL HILL,SIG,2002,12990,4755,2.73,
MAPLE RIDGE,MPL,1977,3156,796,3.96,
CORAL SPRINGS,COR,1979,0,0,0,
WESTGATE,WGT,2013,3160,1267,2.49,
MILLRISE,MLR,1976,47,15,3.13,
WEST HILLHURST,WHL,1975,5584,2177,2.56,
CRESCENT HEIGHTS,CRE,1981,5694,3013,1.89,
REDSTONE,RSN,1988,0,0,0,
CORNERSTONE,CNS,2002,0,0,0,
EVERGREEN,EVE,2004,5252,1758,2.99,
CANYON MEADOWS,CAN,1996,8485,3031,2.8,
PARKLAND,PKL,1983,5020,1339,3.75,
HARVEST HILLS,HAR,1993,1217,389,3.13,
SAGE HILL,SGH,1972,0,0,0,
MAYFAIR,MAF,1968,838,184,4.55,
MAYFAIR,MAF,1969,832,183,4.55,
ROCKY RIDGE,ROC,2013,7894,2903,2.72,
PARKDALE,PKD,2016,2412,938,2.57,
ACADIA,ACA,1968,9676,2175,4.45,
ACADIA,ACA,1997,10978,4691,2.34,
FOREST LAWN,FLN,1973,8126,2128,3.82,
WOODBINE,WBN,1972,43,13,3.31,
BAYVIEW,BYV,1972,446,100,4.46,
PANORAMA HILLS,PAN,1972,0,0,0,
HIGHWOOD,HIW,1969,3435,844,4.07,
UPPER MOUNT ROYAL,UMR,2006,2613,1007,2.59,
SUNNYSIDE,SSD,1999,3714,2210,1.68,
MEADOWLARK PARK,MEA,1980,845,294,2.87,
SPRINGBANK HILL,SPH,1974,0,0,0,
WHITEHORN,WHI,1980,6223,1843,3.38,
UNIVERSITY DISTRICT,UND,1980,0,0,0,
EVANSTON,EVN,1971,0,0,0,
DALHOUSIE,DAL,2005,9081,3629,2.5,
COACH HILL,COA,1994,3164,1236,2.56,
VISTA HEIGHTS,VIS,2002,2234,752,2.97,
DALHOUSIE,DAL,2000,9256,3598,2.57,
EAU CLAIRE,EAU,1975,632,264,2.39,
COACH HILL,COA,2016,3317,1448,2.29,
REDSTONE,RSN,1970,0,0,0,
KILLARNEY/GLENGARRY,KIL,1984,5612,2520,2.23,
TARADALE,TAR,1982,0,0,0,
PARKDALE,PKD,2009,2247,1045,2.15,
DISCOVERY RIDGE,DIS,1998,21,6,3.5,
ALBERT PARK/RADISSON HEIGHTS,ALB,2006,6221,2495,2.49,
WEST SPRINGS,WSP,1996,244,81,3.01,
MACEWAN GLEN,MAC,1989,2606,816,3.19,
EVANSTON,EVN,1993,17,6,2.83,
SANDSTONE VALLEY,SAN,2007,6557,2074,3.16,
GARRISON GREEN,GAG,2012,1973,709,2.78,At this time community was referred to as CFB - LINCOLN PARK PMQ (CFL)
APPLEWOOD PARK,APP,1993,1834,517,3.55,
MACEWAN GLEN,MAC,2015,5029,1768,2.84,
SHERWOOD,SHW,1980,0,0,0,
ASPEN WOODS,ASP,1968,0,0,0,
DOUGLASDALE/GLEN,DDG,1969,0,0,0,
COPPERFIELD,CPF,1968,0,0,0,
DOWNTOWN EAST VILLAGE,DNE,1974,960,504,1.9,
LEGACY,LEG,1996,0,0,0,
SAGE HILL,SGH,1973,0,0,0,
MARLBOROUGH PARK,MPK,2006,8513,2850,2.99,
CASTLERIDGE,CAS,1998,6422,1797,3.57,
PANORAMA HILLS,PAN,1981,0,0,0,
PALLISER,PAL,2007,3291,1670,1.97,
DIAMOND COVE,DIA,1971,0,0,0,
RANCHLANDS,RAN,1996,8432,2901,2.91,
NORTH HAVEN UPPER,NHU,2011,615,240,2.56,
HIGHWOOD,HIW,1976,2719,860,3.16,
MAYFAIR,MAF,2008,485,153,3.17,
QUEENS PARK VILLAGE,QPK,1992,366,170,2.15,
BEL-AIRE,BEL,1985,499,150,3.33,
TUXEDO PARK,TUX,1973,4546,1809,2.51,
CLIFF BUNGALOW,CLI,2011,1912,1269,1.51,
CASTLERIDGE,CAS,1999,6474,1804,3.59,
NEW BRIGHTON,NEB,2009,5142,1762,2.92,
BEL-AIRE,BEL,2014,434,149,2.91,
RED CARPET,RED,1983,1114,419,2.66,
INGLEWOOD,ING,2010,3427,1885,1.82,
BELVEDERE,BVD,1990,0,0,0,
KINCORA,KCA,1969,0,0,0,
APPLEWOOD PARK,APP,1999,4927,1364,3.61,
CANYON MEADOWS,CAN,1993,8368,2892,2.89,
